REACTION,KCAT [1/hr],STEP
HMR_1552,2628,5
HMR_1557,61.2,23
HMR_1558,61.2,23
HMR_1565,615.6,14
HMR_1620,,
HMR_1623,,
HMR_1627,11736.054,15
HMR_1629,,
HMR_1630,,
HMR_1631,,
HMR_1637,6420,11
HMR_1651,4539600,3
HMR_1653,29514.42945,8
HMR_1665,,
HMR_1666,,
HMR_1681,9709.714286,14
HMR_1685,11807.01703,20
HMR_1689,16859.66992,20
HMR_1694,,
HMR_1701,,
HMR_1703,103320.9,9
HMR_1704,344700,23
HMR_1706,73887445.16,20
HMR_1708,68040978.69,20
HMR_1710,5225400,17
HMR_1730,23328,8
HMR_1735,9709.714286,14
HMR_1737,9709.714286,14
HMR_1738,36579.6,14
HMR_1739,9709.714286,14
HMR_1740,46.8,8
HMR_1741,46.8,8
HMR_1742,10.8,2
HMR_1743,10.8,2
HMR_1744,,
HMR_1745,,
HMR_1746,19116,14
HMR_1747,19116,14
HMR_1748,12047.18327,20
HMR_1749,19116,14
HMR_1750,19116,14
HMR_1751,19116,14
HMR_1752,,
HMR_1753,,
HMR_1754,11736.054,15
HMR_1756,11736.054,15
HMR_1758,,
HMR_1759,,
HMR_1760,103320.9,9
HMR_1761,103320.9,9
HMR_1762,19116,14
HMR_1764,,
HMR_1765,9709.714286,14
HMR_1766,36579.6,14
HMR_1767,9709.714286,14
HMR_1768,46.8,8
HMR_1769,46.8,8
HMR_1770,10.8,2
HMR_1771,10.8,2
HMR_1772,,
HMR_1778,1008,14
HMR_1781,5326.368377,23
HMR_1783,301.3714286,2
HMR_1785,5326.368377,23
HMR_1786,5326.368377,23
HMR_1798,19116,14
HMR_1802,19116,14
HMR_1804,9709.714286,14
HMR_1807,2927.096222,20
HMR_1834,257433.7334,11
HMR_1836,,
HMR_1838,9709.714286,14
HMR_1847,23328,8
HMR_1897,,
HMR_1916,,
HMR_1925,,
HMR_1927,19116,14
HMR_1928,7.2,8
HMR_1929,7.2,8
HMR_1931,5148,2
HMR_1932,622.8,6
HMR_1933,5326.368377,23
HMR_1934,1146.325906,12
HMR_1935,1143.465734,12
HMR_1940,6680.152647,23
HMR_1941,301.3714286,2
HMR_1942,3060,3
HMR_1943,9709.714286,14
HMR_1944,6680.152647,23
HMR_1948,6730.331456,23
HMR_1949,301.3714286,2
HMR_1950,1812.782609,9
HMR_1951,301.3714286,2
HMR_1958,3706.886897,20
HMR_1962,46.8,8
HMR_1967,305.1529412,2
HMR_1968,305.1529412,2
HMR_1970,18960.3,2
HMR_1971,18960.3,2
HMR_1976,615.6,14
HMR_1979,301.3714286,2
HMR_1980,3537540.776,8
HMR_1981,1080,18
HMR_1982,301.3714286,2
HMR_1983,4636020.482,8
HMR_1988,7911.207112,23
HMR_1989,1846.162025,9
HMR_1990,9950.795974,23
HMR_1991,9832.0351,23
HMR_1992,7976.653515,23
HMR_1993,1846.162025,9
HMR_1996,684,2
HMR_2002,393.0493189,20
HMR_2003,157.4433566,8
HMR_2007,1080,18
HMR_2010,217800,17
HMR_2011,217800,17
HMR_2014,46.8,2
HMR_2016,226800,5
HMR_2018,10.8,2
HMR_2029,33567.88009,11
HMR_2030,33570.94737,11
HMR_2031,33571.69811,11
HMR_2032,33567.88009,11
HMR_2033,33570.94737,11
HMR_2034,33571.69811,11
HMR_2040,,
HMR_2041,3600,2
HMR_2061,273600,5
HMR_2062,374274,6
HMR_2063,273600,5
HMR_2065,,
HMR_2066,,
HMR_2067,,
HMR_2076,273600,5
HMR_2077,374274,6
HMR_2078,273600,5
HMR_2080,,
HMR_2081,,
HMR_2082,,
HMR_2087,,
HMR_2088,7834320,11
HMR_2089,0.044136,8
HMR_2090,,
HMR_2092,,
HMR_2093,,
HMR_2094,,
HMR_2099,7834320,11
HMR_2100,0.044136,8
HMR_2101,,
HMR_2103,,
HMR_2104,,
HMR_2105,,
HMR_2114,5719.464463,23
HMR_2116,,
HMR_2127,,
HMR_2132,1008,14
HMR_2139,1008,14
HMR_2140,1008,14
HMR_2142,9709.714286,14
HMR_2143,19116,14
HMR_2190,9720,15
HMR_2193,68045314.58,20
HMR_2210,615.6,14
HMR_2211,9720,15
HMR_2215,9720,15
HMR_2217,160922.16,14
HMR_2218,68045314.58,20
HMR_2219,615.6,14
HMR_2227,9720,9
HMR_2228,9720,9
HMR_2229,149040,6
HMR_2230,19440,9
HMR_2231,149040,6
HMR_2232,9720,9
HMR_2233,149040,6
HMR_2234,19440,9
HMR_2235,149040,6
HMR_2236,9720,9
HMR_2237,149040,6
HMR_2238,19440,9
HMR_2239,149040,6
HMR_2240,9720,9
HMR_2241,149040,6
HMR_2242,19440,9
HMR_2243,149040,6
HMR_2244,9720,9
HMR_2245,149040,6
HMR_2246,19440,9
HMR_2247,149040,6
HMR_2248,19440,9
HMR_2249,9720,9
HMR_2250,149040,6
HMR_2251,19440,9
HMR_2252,149040,6
HMR_2253,19440,9
HMR_2254,9720,9
HMR_2255,149040,6
HMR_2256,19440,9
HMR_2257,149040,6
HMR_2258,19440,9
HMR_2259,9720,15
HMR_2260,160922.16,14
HMR_2261,68045314.58,20
HMR_2262,615.6,14
HMR_2263,9720,15
HMR_2264,160922.16,14
HMR_2265,68045314.58,20
HMR_2266,615.6,14
HMR_2267,9720,15
HMR_2268,160922.16,14
HMR_2269,6347196577,20
HMR_2270,615.6,14
HMR_2281,1260,12
HMR_2282,1260,12
HMR_2284,1260,12
HMR_2286,1260,12
HMR_2287,1260,12
HMR_2288,1260,12
HMR_2289,1260,12
HMR_2292,1260,6
HMR_2293,1260,6
HMR_2294,1260,6
HMR_2295,1260,6
HMR_2296,1260,6
HMR_2332,9720,15
HMR_2334,160922.16,14
HMR_2336,73883631.94,20
HMR_2338,615.6,14
HMR_2342,9720,15
HMR_2343,160922.16,14
HMR_2344,68020394.1,20
HMR_2345,615.6,14
HMR_2347,9720,15
HMR_2348,160922.16,14
HMR_2349,68020394.1,20
HMR_2350,615.6,14
HMR_2353,9720,15
HMR_2354,160922.16,14
HMR_2355,68020394.1,20
HMR_2356,615.6,14
HMR_2359,185.1514689,23
HMR_2361,9720,15
HMR_2362,160922.16,14
HMR_2363,6347196577,20
HMR_2364,615.6,14
HMR_2365,185.3210919,23
HMR_2368,185.3210919,23
HMR_2374,149040,6
HMR_2376,9720,9
HMR_2380,185.3210919,23
HMR_2391,149040,6
HMR_2393,149040,6
HMR_2395,9720,15
HMR_2403,149040,6
HMR_2433,9720,15
HMR_2434,160922.16,14
HMR_2435,6347196577,20
HMR_2436,615.6,14
HMR_2437,9720,9
HMR_2438,11716.69709,23
HMR_2440,31032,2
HMR_2441,737595.2795,8
HMR_2443,9720,9
HMR_2447,9720,9
HMR_2456,45900,5
HMR_2457,45900,5
HMR_2458,45900,5
HMR_2472,185.3210919,23
HMR_2484,185.3210919,23
HMR_2495,149040,18
HMR_2530,9720,15
HMR_2533,160922.16,14
HMR_2535,6347196577,20
HMR_2537,615.6,14
HMR_2540,9720,15
HMR_2541,160922.16,14
HMR_2542,68018430.53,20
HMR_2543,615.6,14
HMR_2547,,
HMR_2554,,
HMR_2558,168.4301887,20
HMR_2560,1260,12
HMR_2561,280809.1895,12
HMR_2564,,
HMR_2567,1260,12
HMR_2569,,
HMR_2571,1260,12
HMR_2575,,
HMR_2577,1260,12
HMR_2578,280809.1895,12
HMR_2581,12055.13892,23
HMR_2582,12055.13892,23
HMR_2585,,
HMR_2602,5225400,17
HMR_2603,,
HMR_2604,,
HMR_2605,5225400,17
HMR_2606,,
HMR_2607,,
HMR_2608,5225400,17
HMR_2609,,
HMR_2610,,
HMR_2611,29406.78566,20
HMR_2612,,
HMR_2613,,
HMR_2614,29253.85214,20
HMR_2616,,
HMR_2618,,
HMR_2620,29406.78566,20
HMR_2621,,
HMR_2622,,
HMR_2624,,
HMR_2633,29406.78566,20
HMR_2634,,
HMR_2635,,
HMR_2644,,
HMR_2648,29406.78566,20
HMR_2649,,
HMR_2650,,
HMR_2651,29406.78566,20
HMR_2652,,
HMR_2653,,
HMR_2655,,
HMR_2657,29406.78566,20
HMR_2659,,
HMR_2660,5225400,17
HMR_2661,,
HMR_2662,,
HMR_2666,29253.85214,20
HMR_2667,,
HMR_2668,,
HMR_2669,29406.78566,20
HMR_2670,,
HMR_2671,,
HMR_2673,,
HMR_2675,5225400,17
HMR_2676,,
HMR_2677,,
HMR_2679,,
HMR_2681,29406.78566,20
HMR_2682,,
HMR_2683,,
HMR_2684,29406.78566,20
HMR_2685,,
HMR_2686,,
HMR_2687,29406.78566,20
HMR_2688,,
HMR_2689,,
HMR_2690,29407.44076,20
HMR_2691,,
HMR_2692,,
HMR_2693,29407.44076,20
HMR_2695,,
HMR_2697,,
HMR_2699,5225400,17
HMR_2700,,
HMR_2701,,
HMR_2702,5225400,17
HMR_2703,,
HMR_2704,,
HMR_2705,29406.78566,20
HMR_2706,,
HMR_2707,,
HMR_2708,29406.78566,20
HMR_2709,,
HMR_2710,,
HMR_2711,5225400,17
HMR_2712,,
HMR_2713,,
HMR_2715,,
HMR_2718,,
HMR_2722,,
HMR_2727,,
HMR_2731,,
HMR_2733,29407.44076,20
HMR_2734,,
HMR_2735,,
HMR_2736,29407.44076,20
HMR_2737,,
HMR_2738,,
HMR_2739,29407.44076,20
HMR_2740,,
HMR_2741,,
HMR_2744,,
HMR_2748,,
HMR_2753,,
HMR_2757,,
HMR_2760,,
HMR_2764,,
HMR_2768,29407.44076,20
HMR_2769,,
HMR_2770,,
HMR_2771,29407.44076,20
HMR_2772,,
HMR_2773,,
HMR_2774,29407.44076,20
HMR_2775,,
HMR_2776,,
HMR_2787,,
HMR_2788,,
HMR_2789,,
HMR_2790,,
HMR_2791,,
HMR_2792,,
HMR_2793,,
HMR_2794,,
HMR_2795,,
HMR_2796,,
HMR_2797,,
HMR_2798,,
HMR_2799,,
HMR_2800,,
HMR_2805,,
HMR_2806,,
HMR_2811,,
HMR_2812,,
HMR_2813,,
HMR_2814,,
HMR_2815,,
HMR_2816,,
HMR_2817,,
HMR_2819,,
HMR_2821,,
HMR_2822,,
HMR_2823,,
HMR_2824,,
HMR_2827,,
HMR_2829,,
HMR_2830,,
HMR_2831,,
HMR_2832,,
HMR_2833,,
HMR_2834,,
HMR_2835,,
HMR_2836,,
HMR_2837,,
HMR_2838,,
HMR_2839,,
HMR_2840,,
HMR_2841,,
HMR_2842,,
HMR_2843,,
HMR_2844,,
HMR_2845,,
HMR_2846,,
HMR_2847,,
HMR_2848,,
HMR_2849,,
HMR_2850,,
HMR_2851,,
HMR_2852,,
HMR_2853,,
HMR_2854,,
HMR_2855,,
HMR_2856,,
HMR_2857,,
HMR_2859,,
HMR_2861,,
HMR_2862,,
HMR_2863,,
HMR_2864,,
HMR_2865,,
HMR_2866,,
HMR_2867,,
HMR_2868,,
HMR_2869,,
HMR_2870,,
HMR_2871,,
HMR_2872,,
HMR_2873,,
HMR_2874,,
HMR_2875,,
HMR_2876,,
HMR_2877,29407.44076,20
HMR_2878,,
HMR_2879,,
HMR_2884,,
HMR_2886,,
HMR_2888,,
HMR_2890,,
HMR_2896,,
HMR_2897,,
HMR_2898,,
HMR_2899,,
HMR_2900,,
HMR_2901,,
HMR_2902,,
HMR_2903,,
HMR_2904,,
HMR_2905,,
HMR_2906,,
HMR_2907,,
HMR_2908,,
HMR_2910,,
HMR_2911,,
HMR_2913,,
HMR_2914,,
HMR_2916,,
HMR_2917,,
HMR_2918,,
HMR_2919,,
HMR_2920,,
HMR_2922,,
HMR_2923,,
HMR_2925,,
HMR_2926,,
HMR_2928,,
HMR_2929,,
HMR_2930,,
HMR_2931,,
HMR_2932,,
HMR_2942,104.4,5
HMR_2943,104.4,5
HMR_2944,104.4,5
HMR_2945,104.4,5
HMR_2946,104.4,5
HMR_2947,104.4,5
HMR_2948,104.4,5
HMR_2951,104.4,5
HMR_2954,104.4,5
HMR_2955,104.4,5
HMR_2956,104.4,5
HMR_2961,104.4,5
HMR_2962,104.4,5
HMR_2963,104.4,5
HMR_2964,104.4,5
HMR_2965,104.4,5
HMR_2966,104.4,5
HMR_2967,104.4,5
HMR_2968,104.4,5
HMR_2969,104.4,5
HMR_2970,104.4,5
HMR_2971,104.4,5
HMR_2972,104.4,5
HMR_2973,104.4,5
HMR_2974,104.4,5
HMR_2975,104.4,5
HMR_2976,104.4,5
HMR_2977,104.4,5
HMR_2978,104.4,5
HMR_2979,104.4,5
HMR_2980,104.4,5
HMR_2982,104.4,5
HMR_2983,104.4,5
HMR_2985,104.4,5
HMR_2986,104.4,5
HMR_2988,104.4,5
HMR_2989,104.4,5
HMR_2990,104.4,5
HMR_2994,104.4,5
HMR_2998,104.4,5
HMR_2999,104.4,5
HMR_3001,104.4,5
HMR_3002,104.4,5
HMR_3003,104.4,5
HMR_3017,,
HMR_3018,,
HMR_3021,,
HMR_3023,,
HMR_3053,,
HMR_3054,138600,9
HMR_3055,,
HMR_3056,138600,9
HMR_3057,6420,11
HMR_3058,13422600,11
HMR_3059,4539600,3
HMR_3062,6420,11
HMR_3063,13422600,11
HMR_3064,4539600,3
HMR_3065,29621.5993,8
HMR_3066,6420,11
HMR_3067,13422600,11
HMR_3068,4539600,3
HMR_3069,29621.5993,8
HMR_3070,6420,11
HMR_3071,13422600,11
HMR_3072,4539600,3
HMR_3073,29621.5993,8
HMR_3074,6420,11
HMR_3075,13422600,11
HMR_3076,4539600,3
HMR_3094,12492,5
HMR_3095,13422600,11
HMR_3096,4539600,3
HMR_3097,29621.5993,8
HMR_3098,320.4,5
HMR_3099,648000,6
HMR_3100,4539600,3
HMR_3101,29675.53696,8
HMR_3102,810,6
HMR_3106,,
HMR_3107,61200,8
HMR_3108,13422600,11
HMR_3109,4539600,3
HMR_3110,29621.5993,8
HMR_3111,61200,8
HMR_3112,13422600,11
HMR_3113,4539600,3
HMR_3114,29621.5993,8
HMR_3115,61200,8
HMR_3116,13422600,11
HMR_3117,4539600,3
HMR_3118,29621.5993,8
HMR_3121,8100,3
HMR_3128,19206,3
HMR_3135,33012,3
HMR_3142,34524,3
HMR_3149,61200,2
HMR_3156,36000,14
HMR_3170,61200,8
HMR_3171,13422600,11
HMR_3172,4539600,3
HMR_3173,29621.5993,8
HMR_3174,61200,8
HMR_3175,13422600,11
HMR_3176,4539600,3
HMR_3177,29621.5993,8
HMR_3178,61200,8
HMR_3179,13422600,11
HMR_3180,4539600,3
HMR_3181,29621.5993,8
HMR_3182,61200,8
HMR_3183,13422600,11
HMR_3184,4539600,3
HMR_3185,29621.5993,8
HMR_3186,61200,8
HMR_3187,13422600,11
HMR_3188,4539600,3
HMR_3189,29621.5993,8
HMR_3190,61200,8
HMR_3191,13422600,11
HMR_3192,4539600,3
HMR_3193,29621.5993,8
HMR_3194,61200,8
HMR_3195,13422600,11
HMR_3196,4539600,3
HMR_3197,29621.5993,8
HMR_3198,61200,8
HMR_3199,13422600,11
HMR_3200,4539600,3
HMR_3201,29621.5993,8
HMR_3202,146520,15
HMR_3203,13422600,11
HMR_3204,4539600,3
HMR_3205,29728.86792,8
HMR_3218,61200,8
HMR_3219,13422600,11
HMR_3220,4539600,3
HMR_3221,28992.29819,8
HMR_3222,61200,8
HMR_3223,13422600,11
HMR_3224,4539600,3
HMR_3225,28992.29819,8
HMR_3229,28591.13208,8
HMR_3230,61200,8
HMR_3231,13422600,11
HMR_3232,4539600,3
HMR_3233,28941.30774,8
HMR_3234,61200,8
HMR_3235,13422600,11
HMR_3236,4539600,3
HMR_3237,28839.9754,8
HMR_3240,61200,8
HMR_3241,13422600,11
HMR_3242,4539600,3
HMR_3243,28992.29819,8
HMR_3244,61200,8
HMR_3245,13422600,11
HMR_3246,4539600,3
HMR_3247,28992.29819,8
HMR_3272,353614.1275,11
HMR_3288,353475.5275,11
HMR_3296,46094.53682,12
HMR_3316,353475.5275,11
HMR_3321,6393.387789,11
HMR_3322,46094.53682,12
HMR_3326,6420,11
HMR_3327,13422600,11
HMR_3328,4539600,3
HMR_3329,29621.5993,8
HMR_3330,6420,11
HMR_3331,13422600,11
HMR_3332,4539600,3
HMR_3333,28992.29819,8
HMR_3334,6420,11
HMR_3335,13422600,11
HMR_3336,4539600,3
HMR_3337,28992.29819,8
HMR_3338,6420,11
HMR_3339,13422600,11
HMR_3340,4539600,3
HMR_3341,28992.29819,8
HMR_3342,6420,11
HMR_3343,13422600,11
HMR_3344,4539600,3
HMR_3345,28591.13208,8
HMR_3346,6420,11
HMR_3347,13422600,11
HMR_3348,4539600,3
HMR_3349,28941.30774,8
HMR_3350,6420.126316,11
HMR_3351,13422600,11
HMR_3352,4539600,3
HMR_3353,28839.9754,8
HMR_3356,6420,11
HMR_3357,13422600,11
HMR_3358,4539600,3
HMR_3359,28992.29819,8
HMR_3360,6420,11
HMR_3361,13422600,11
HMR_3362,4539600,3
HMR_3363,28992.29819,8
HMR_3375,353614.1275,11
HMR_3396,648514.2857,3
HMR_3397,28824.4258,8
HMR_3398,756600,3
HMR_3406,567450,3
HMR_3407,567450,3
HMR_3408,567450,3
HMR_3409,567450,3
HMR_3411,504400,3
HMR_3413,504400,3
HMR_3414,504400,3
HMR_3416,453960,3
HMR_3421,453960,3
HMR_3422,453960,3
HMR_3423,504400,3
HMR_3424,453960,3
HMR_3425,453960,3
HMR_3426,567450,3
HMR_3427,504400,3
HMR_3428,504400,3
HMR_3429,453960,3
HMR_3431,504400,3
HMR_3432,453960,3
HMR_3433,453960,3
HMR_3446,34200,6
HMR_3447,353463.473,11
HMR_3448,61200,8
HMR_3449,13422600,11
HMR_3450,4539600,3
HMR_3451,28941.30774,8
HMR_3452,61200,8
HMR_3453,13422600,11
HMR_3454,4539600,3
HMR_3455,5040,2
HMR_3456,61200,8
HMR_3457,34200,6
HMR_3475,194.4,15
HMR_3476,61200,8
HMR_3478,,
HMR_3491,103320.9,9
HMR_3505,5225400,17
HMR_3520,,
HMR_3522,61200,8
HMR_3537,2420.22681,20
HMR_3538,1619.287129,12
HMR_3539,5112,12
HMR_3540,1619.287129,12
HMR_3541,1619.287129,12
HMR_3542,5112,12
HMR_3543,5112,12
HMR_3544,1619.287129,12
HMR_3546,5112,12
HMR_3547,1619.287129,12
HMR_3548,1619.287129,12
HMR_3549,1619.287129,12
HMR_3550,5112,12
HMR_3553,5112,12
HMR_3555,5112,12
HMR_3556,5112,12
HMR_3557,5112,12
HMR_3558,1619.287129,12
HMR_3559,1619.287129,12
HMR_3560,5112,12
HMR_3561,1619.287129,12
HMR_3562,5112,12
HMR_3563,5112,12
HMR_3564,5112,12
HMR_3565,5112,12
HMR_3566,1619.287129,12
HMR_3567,1619.287129,12
HMR_3568,5112,12
HMR_3569,5112,12
HMR_3570,5112,12
HMR_3571,1630.690989,12
HMR_3572,5112,12
HMR_3573,5112,12
HMR_3574,1653.131105,12
HMR_3575,5112,12
HMR_3576,5112,12
HMR_3577,1665,12
HMR_3578,1653.131105,12
HMR_3579,5112,12
HMR_3580,5112,12
HMR_3581,1682.536933,12
HMR_3582,5112,12
HMR_3583,5112,12
HMR_3584,5112,12
HMR_3585,5112,12
HMR_3587,5112,12
HMR_3588,1653.131105,12
HMR_3590,1653.131105,12
HMR_3591,5112,12
HMR_3592,5112,12
HMR_3593,5112,12
HMR_3594,1653.131105,12
HMR_3595,1653.131105,12
HMR_3596,5112,12
HMR_3597,,
HMR_3622,352227.907,11
HMR_3625,216,17
HMR_3626,29398.46512,20
HMR_3627,1276.8,17
HMR_3628,29406.78566,20
HMR_3629,28640.17241,20
HMR_3630,29406.78566,20
HMR_3631,29450.43203,20
HMR_3633,29406.78566,20
HMR_3635,29398.46512,20
HMR_3636,29406.78566,20
HMR_3637,29406.78566,20
HMR_3639,29406.78566,20
HMR_3640,29406.78566,20
HMR_3642,29516.9556,20
HMR_3643,29406.78566,20
HMR_3644,29407.44076,20
HMR_3645,29398.46512,20
HMR_3646,29398.46512,20
HMR_3647,29406.78566,20
HMR_3648,29406.78566,20
HMR_3649,29406.78566,20
HMR_3650,29407.44076,20
HMR_3651,29407.44076,20
HMR_3652,29398.46512,20
HMR_3653,29398.46512,20
HMR_3654,29406.78566,20
HMR_3655,29406.78566,20
HMR_3656,29398.46512,20
HMR_3657,29398.46512,20
HMR_3658,29406.78566,20
HMR_3659,29398.46512,20
HMR_3660,29406.78566,20
HMR_3662,29406.78566,20
HMR_3663,29407.44076,20
HMR_3664,29405.45856,20
HMR_3665,29407.44076,20
HMR_3666,29407.44076,20
HMR_3667,29406.78566,20
HMR_3668,29404.10842,20
HMR_3669,29407.44076,20
HMR_3670,29407.44076,20
HMR_3671,29407.44076,20
HMR_3672,29407.44076,20
HMR_3675,29407.44076,20
HMR_3677,29407.44076,20
HMR_3678,29407.44076,20
HMR_3679,29406.78566,20
HMR_3680,29406.78566,20
HMR_3681,29407.44076,20
HMR_3682,29407.44076,20
HMR_3683,29407.44076,20
HMR_3684,8422615.134,11
HMR_3685,681231024,11
HMR_3686,8422615.134,11
HMR_3687,8422615.134,11
HMR_3688,681231024,11
HMR_3689,681231024,11
HMR_3690,8422615.134,11
HMR_3692,681231024,11
HMR_3694,8422615.134,11
HMR_3695,8422615.134,11
HMR_3696,681231024,11
HMR_3698,681231024,11
HMR_3699,681231024,11
HMR_3701,681231024,11
HMR_3702,681231024,11
HMR_3703,681231024,11
HMR_3704,8422615.134,11
HMR_3705,8422615.134,11
HMR_3706,681231024,11
HMR_3707,8422615.134,11
HMR_3708,681231024,11
HMR_3709,681231024,11
HMR_3710,681231024,11
HMR_3711,681231024,11
HMR_3712,8422615.134,11
HMR_3713,8422615.134,11
HMR_3714,681231024,11
HMR_3715,681231024,11
HMR_3716,681231024,11
HMR_3717,8666017.488,11
HMR_3718,681231024,11
HMR_3719,681231024,11
HMR_3721,681231024,11
HMR_3722,681231024,11
HMR_3723,9762674.312,11
HMR_3724,9499710.228,11
HMR_3725,681231024,11
HMR_3726,681231024,11
HMR_3727,10154966.45,11
HMR_3728,681231024,11
HMR_3729,681231024,11
HMR_3730,681231024,11
HMR_3731,681231024,11
HMR_3734,9499710.228,11
HMR_3736,9499710.228,11
HMR_3737,681231024,11
HMR_3738,681231024,11
HMR_3739,681231024,11
HMR_3740,9499710.228,11
HMR_3741,9499710.228,11
HMR_3742,681231024,11
HMR_3746,,
HMR_3831,276390,6
HMR_3832,11130.6,5
HMR_3855,15549.11358,8
HMR_3859,2101299.6,6
HMR_3864,,
HMR_3867,,
HMR_3915,3492,14
HMR_3921,,
HMR_3951,,
HMR_3953,,
HMR_3966,212.4,13
HMR_3996,1224000,15
HMR_4072,208.8,3
HMR_4078,9619.2,5
HMR_4079,8391.879572,8
HMR_4124,3330,5
HMR_4182,2340,14
HMR_4205,,
HMR_4227,1941120000,11
HMR_4241,136.8,12
HMR_4261,2052,5
HMR_4263,69480,5
HMR_4266,,
HMR_4270,271728,8
HMR_4278,2052,5
HMR_4284,25393258.21,11
HMR_4313,,
HMR_4314,,
HMR_4318,30780,13
HMR_4343,2340,5
HMR_4422,21628.8,5
HMR_4466,1990356.398,20
HMR_4538,,
HMR_4549,93.67419435,20
HMR_4556,4348.732803,12
HMR_4592,4203,3
HMR_4594,56640,5
HMR_4630,82.8,12
HMR_4664,13320,5
HMR_4672,4464,5
HMR_4684,,
HMR_4696,148149.8786,23
HMR_4700,945,8
HMR_4701,945,2
HMR_4702,5040,17
HMR_4756,,
HMR_4757,4698,3
HMR_4762,1108049.417,20
HMR_4763,26790.60833,23
HMR_4764,13140,6
HMR_4767,25.2,19
HMR_4768,19606178.2,11
HMR_4771,,
HMR_4776,65013.12,8
HMR_4777,65013.12,8
HMR_4782,1260,18
HMR_4783,360,18
HMR_4790,,
HMR_4831,540217.412,12
HMR_4902,,
HMR_4903,,
HMR_4938,,
HMR_4955,,
HMR_4957,,
HMR_4964,,
HMR_5101,,
HMR_5130,162000,2
HMR_5131,351600,6
HMR_5132,24774,2
HMR_5133,25740,4
HMR_5134,24120,3
HMR_5135,37080,3
HMR_5136,9756,4
HMR_5137,4626,4
HMR_5138,4500,11
HMR_5139,306000,5
HMR_5140,5616,5
HMR_5141,10589.53846,2
HMR_5142,56280,4
HMR_5143,797.4,2
HMR_5144,30600,20
HMR_5145,4450.5,2
HMR_5146,288000,3
HMR_5147,8064,5
HMR_5148,160790.4,4
HMR_5149,3960,2
HMR_5150,70470,5
HMR_5169,28604.23963,20
HMR_5170,28604.23963,20
HMR_5171,28604.23963,20
HMR_5173,28604.23963,20
HMR_5174,28604.23963,20
HMR_5222,,
HMR_5224,,
HMR_5225,,
HMR_5226,,
HMR_5227,,
HMR_5228,,
HMR_5230,,
HMR_5231,,
HMR_5232,,
HMR_5233,49500149.76,21
HMR_5234,29152.94943,20
HMR_5236,,
HMR_5237,,
HMR_5238,5112,12
HMR_5239,9851468.944,11
HMR_5240,,
HMR_5241,,
HMR_5243,5112,12
HMR_5244,10603637.97,11
HMR_5245,,
HMR_5246,,
HMR_5247,5112,12
HMR_5248,,
HMR_5249,,
HMR_5250,,
HMR_5251,,
HMR_5252,,
HMR_5253,,
HMR_5254,276973.2,12
HMR_5255,,
HMR_5257,28279433.91,11
HMR_5285,2688.152013,12
HMR_5286,2688.152013,12
HMR_5287,2688.152013,12
HMR_5289,2688.152013,12
HMR_5290,2688.152013,12
HMR_5291,2688.152013,12
HMR_5301,11520,9
HMR_5336,75026.14608,20
HMR_5344,,
HMR_5387,269842.7374,20
HMR_5388,1800000,6
HMR_5389,489240,6
HMR_5390,162702,6
HMR_5395,8.235,6
HMR_5409,24413434.5,11
HMR_5420,,
HMR_5996,,
HMR_6359,,
HMR_6362,,
HMR_6363,,
HMR_6364,,
HMR_6365,,
HMR_6385,,
HMR_6397,1224000,3
HMR_6399,26387.70015,20
HMR_6400,720,10
HMR_6401,720,10
HMR_6402,720,10
HMR_6403,43792.87558,20
HMR_6404,1224000,3
HMR_6408,,
HMR_6425,,
HMR_6430,,
HMR_6431,,
HMR_6432,4539600,3
HMR_6433,4539600,3
HMR_6434,,
HMR_6435,4539600,3
HMR_6436,4539600,3
HMR_6438,,
HMR_6439,,
HMR_6440,,
HMR_6441,9709.714286,14
HMR_6442,9709.714286,14
HMR_6445,,
HMR_6446,,
HMR_6447,15480,10
HMR_6450,4539600,3
HMR_6451,4539600,3
HMR_6453,4539600,3
HMR_6454,,
HMR_6455,,
HMR_6456,788950.75,11
HMR_6463,,
HMR_6468,,
HMR_6469,,
HMR_6470,374004.6,5
HMR_6471,4539600,3
HMR_6472,4539600,3
HMR_6473,4539600,3
HMR_6475,,
HMR_6480,,
HMR_6481,,
HMR_6482,178828.3019,8
HMR_6484,4539600,3
HMR_6486,4539600,3
HMR_6488,802780.8921,11
HMR_6499,,
HMR_6500,12539.59732,8
HMR_6511,1080,2
HMR_6515,235236,6
HMR_6533,,
HMR_6534,,
HMR_6545,293436.7494,20
HMR_6549,291915.5759,20
HMR_6550,291915.5759,20
HMR_6558,291915.5759,20
HMR_6564,287786.9473,20
HMR_6566,45000,8
HMR_6568,30780,13
HMR_6572,531.63,5
HMR_6573,30780,13
HMR_6574,30780,13
HMR_6577,,
HMR_6578,,
HMR_6583,293436.7494,20
HMR_6584,382982.1808,20
HMR_6595,30780,13
HMR_6601,2700000,6
HMR_6607,279440.1605,8
HMR_6611,88920,6
HMR_6617,,
HMR_6618,,
HMR_6619,,
HMR_6620,,
HMR_6629,,
HMR_6632,361.08,3
HMR_6633,990,2
HMR_6634,9709.714286,26
HMR_6635,17258400,11
HMR_6636,202829.464,8
HMR_6637,0.522,11
HMR_6639,17258400,11
HMR_6647,12960,6
HMR_6648,45900,5
HMR_6653,45900,5
HMR_6655,45900,5
HMR_6656,45900,5
HMR_6671,17258400,11
HMR_6682,9709.714286,26
HMR_6684,9709.714286,26
HMR_6690,93596400,11
