RXNID	NAME	FORMULA	SUBSYSTEM	GR RULE	EC NUMBER	KEGG	NOTES	REFERENCES
HMR_1129	Alcohol Dehydrogenase	1 nad[c] + 1 leuktrB4woh[c] <=> 1 h[c] + 1 nadh[c] + 1 CE2053[c]	Leukotriene metabolism	(124) or (125) or (126) or (127) or (128) or (130) or (131) or (137872)	1.1.1.1			PMID:9862787;PMID:11368003;PMID:9799565
HMR_1135	HMR_1135	1 leuktrB4wcooh[c] <=> 1 leuktrB4wcooh[x]	Transport, peroxisomal					
HMR_1143	HMR_1143	1 CE5178[c] <=> 1 CE5178[r]	Transport, endoplasmic reticular					
HMR_1144	HMR_1144	1 CE5178[c] <=> 1 CE5178[x]	Transport, peroxisomal					
HMR_1145	HMR_1145	1 CE5178[c] <=> 1 CE5178[m]	Transport, mitochondrial					
HMR_1148	Carbonyl Reductase (NADPH)	1 h[x] + 1 nadph[x] + 1 CE5178[x] <=> 1 nadp[x] + 1 CE2445[x]	Leukotriene metabolism	(10901) or (873) or (874)	1.1.1.184			PMID:9694844
HMR_1150	HMR_1150	1 h[m] + 1 nadph[m] + 1 CE5178[m] <=> 1 nadp[m] + 1 CE5179[m]	Leukotriene metabolism	(11283) or (113612) or (1543) or (1544) or (1545) or (1548) or (1549) or (1551) or (1553) or (1555) or (1558) or (1559) or (1562) or (1565) or (1571) or (1572) or (1573) or (1576) or (1577) or (1580) or (1588) or (199974) or (260293) or (29785) or (57834) or (64816) or (66002)				
HMR_1154	Unspecific Monooxygenase	1 h[m] + 1 nadph[m] + 1 CE5179[m] <=> 1 nadp[m] + 1 CE5352[m]	Leukotriene metabolism	(11283) or (113612) or (1543) or (1544) or (1545) or (1548) or (1549) or (1551) or (1553) or (1555) or (1557) or (1558) or (1559) or (1562) or (1565) or (1571) or (1572) or (1573) or (1576) or (1577) or (1580) or (1588) or (199974) or (260293) or (29785) or (57834) or (64816) or (66002)	1.14.14.1			PMID:9694844
HMR_1156	Unspecific Monooxygenase	1 h[x] + 1 nadph[x] + 1 CE5179[x] <=> 1 nadp[x] + 1 CE5352[x]	Leukotriene metabolism	(11283) or (113612) or (1543) or (1544) or (1545) or (1548) or (1549) or (1551) or (1553) or (1555) or (1557) or (1558) or (1559) or (1562) or (1565) or (1571) or (1572) or (1573) or (1576) or (1577) or (1580) or (1588) or (199974) or (260293) or (29785) or (57834) or (64816) or (66002)	1.14.14.1			PMID:9694844
HMR_1158	Long-Chain-Fatty-Acid Coenzyme A Ligase	1 coa[m] + 1 atp[m] + 1 CE5179[m] <=> 1 amp[m] + 1 ppi[m] + 1 CE5348[m]	Leukotriene metabolism	(11001) or (2180) or (2181) or (2182) or (23205) or (23305) or (51703) or (81616)	6.2.1.3			PMID:9784915
HMR_1160	Long-Chain-Fatty-Acid Coenzyme A Ligase	1 coa[x] + 1 atp[x] + 1 CE5179[x] <=> 1 amp[x] + 1 ppi[x] + 1 CE5348[x]	Leukotriene metabolism	(11001) or (2180) or (2181) or (2182) or (23205) or (23305) or (51703) or (81616)	6.2.1.3			PMID:9784915
HMR_1172	HMR_1172	1 CE5307[c] <=> 1 CE5307[x]	Transport, peroxisomal					
HMR_1173	HMR_1173	1 CE5307[c] <=> 1 CE5307[m]	Transport, mitochondrial					
HMR_1185	HMR_1185	1 coa[m] + 1 CE5310[m] X--X 1 o2[m] + 1 h[m] + 1 dd2coa[m]	Exchange/demand reaction		1.14.14.1			
HMR_1186	HMR_1186	1 CE5349[c] <=> 1 CE2084[c]	Leukotriene metabolism		1.14.14.1			PMID:1326548;PMID:7929234
HMR_1187	HMR_1187	1 CE5349[c] <-- 1 CE5349[m]	Transport, mitochondrial					
HMR_1188	HMR_1188	1 CE5349[c] <=> 1 CE5349[x]	Transport, peroxisomal					
HMR_1189	HMR_1189	1 CE5349[c] <=> 1 CE5349[r]	Transport, endoplasmic reticular					
HMR_1190	Carbonyl Reductase (NADPH)	1 h[c] + 1 nadph[c] + 1 CE5349[c] <=> 1 nadp[c] + 1 CE2446[c]	Leukotriene metabolism	(10901) or (873) or (874)	1.1.1.184			PMID:9694844
HMR_1197	HMR_1197	1 nadp[c] + 1 CE5350[c] <=> 1 h[c] + 1 nadph[c] + 1 CE5343[c]	Leukotriene metabolism					
HMR_1198	HMR_1198	1 nadp[m] + 1 CE5350[m] <=> 1 h[m] + 1 nadph[m] + 1 CE5343[m]	Leukotriene metabolism					
HMR_1199	HMR_1199	1 nadp[x] + 1 CE5350[x] <=> 1 h[x] + 1 nadph[x] + 1 CE5343[x]	Leukotriene metabolism					
HMR_1214	HMR_1214	1 CE5319[c] <=> 1 CE5319[x]	Transport, peroxisomal					
HMR_1215	HMR_1215	1 CE5319[c] <=> 1 CE5319[m]	Transport, mitochondrial					
HMR_1227	HMR_1227	1 coa[m] + 1 CE5322[m] X--X 1 o2[m] + 1 h[m] + 1 dd2coa[m]	Exchange/demand reaction					
HMR_1232	Carbonyl Reductase (NADPH)	1 h[m] + 1 nadph[m] + 1 CE5944[m] --> 1 nadp[m] + 1 CE4987[m]	Leukotriene metabolism	(10901) or (873) or (874)	1.1.1.184			PMID:9862787;PMID:8244977
HMR_1240	HMR_1240	1 CE5946[r] --> 1 CE5946[c]	Transport, endoplasmic reticular					
HMR_1242	HMR_1242	1 CE5947[c] <=> 1 CE5947[x]	Transport, peroxisomal					
HMR_1243	HMR_1243	1 CE5947[c] <=> 1 CE5947[m]	Transport, mitochondrial					
HMR_1247	HMR_1247	1 h2o[m] + 1 nad[m] + 1 coa[m] + 1 fad[m] + 1 leuktrB4wcooh[m] --> 1 h[m] + 1 nadh[m] + 1 accoa[m] + 1 fadh2[m] + 1 M00424[m]	Leukotriene metabolism		6.2.1.3			
HMR_1252	HMR_1252	1 CE6182[c] <=> 1 CE6182[r]	Transport, endoplasmic reticular					
HMR_1266	Long-Chain-Fatty-Acid Coenzyme A Ligase	1 coa[x] + 1 atp[x] + 1 CE4987[x] <=> 1 amp[x] + 1 ppi[x] + 1 CE5969[x]	Leukotriene metabolism	(11001) or (2180) or (2181) or (2182) or (23205) or (23305) or (51703) or (81616)	6.2.1.3			PMID:9784915
HMR_1267	HMR_1267	1 CE5969[c] --> 1 CE5969[m]	Transport, mitochondrial					
HMR_1268	HMR_1268	1 CE5969[c] --> 1 CE5969[x]	Transport, peroxisomal					
HMR_1269	HMR_1269	1 CE5969[c] --> 1 CE5969[r]	Transport, endoplasmic reticular					
HMR_1280	Carbonyl Reductase (NADPH)	1 nadp[c] + 1 CE4988[c] <=> 1 h[c] + 1 nadph[c] + 1 CE5944[c]	Leukotriene metabolism	(10901) or (873) or (874)	1.1.1.184			
HMR_1283	HMR_1283	1 CE4988[c] <=> 1 CE4988[x]	Transport, peroxisomal					
HMR_1284	HMR_1284	1 CE4988[c] <=> 1 CE4988[m]	Transport, mitochondrial					
HMR_1286	HMR_1286	1 leuktrE4[c] --> 1 leuktrE4[x]	Transport, peroxisomal					
HMR_1302	Choloyl Coenzyme A Hydrolase	1 h2o[x] + 1 CE6195[x] --> 1 coa[x] + 1 CE6197[x]	Leukotriene metabolism	(10005) or (570)	3.1.2.27 | 2.3.1.65			
HMR_1303	Acyl Coenzyme A Oxidase	5 h[x] + 1 o2[x] + 1 CE6195[x] --> 1 h2o2[x] + 1 CE6228[x]	Leukotriene metabolism	(51) or (8310)	1.3.3.6			
HMR_1305	Prostaglandin-Endoperoxide Synthase	2 o2[r] + 1 arachd[r] --> 1 HC02217[r]	Eicosanoid metabolism	(5742) or (5743)	1.14.99.1			PMID:4521806;PMID:4776443
HMR_1306	HMR_1306	1 HC02217[c] <=> 1 HC02217[r]	Transport, endoplasmic reticular					
HMR_1307	Prostaglandin-Endoperoxide Synthase	2 h[r] + 1 HC02217[r] --> 1 h2o[r] + 1 prostgh2[r]	Eicosanoid metabolism	(5742) or (5743)	1.14.99.1			PMID:4514999
HMR_1311	HMR_1311	1 prostgh2[c] <=> 1 prostgh2[r]	Transport, endoplasmic reticular					
HMR_1312	Prostaglandin-E Synthase	1 prostgh2[c] --> 1 prostge2[c]	Eicosanoid metabolism	(10728) or (80142) or (9536)	5.3.99.3			PMID:10922363
HMR_1315	HMR_1315	1 h2o[r] + 1 txa2[r] <=> 1 HC02180[r]	Eicosanoid metabolism			R03878		
HMR_1316	HMR_1316	1 HC02180[c] <=> 1 HC02180[r]	Transport, endoplasmic reticular					
HMR_1317	HMR_1317	1 h[c] + 1 nadh[c] + 1 CE1447[c] <=> 1 nad[c] + 1 HC02180[c]	Eicosanoid metabolism		5.3.99.5	R05060		
HMR_1318	HMR_1318	1 CE0955[c] <=> 1 h2o[c] + 1 prostgi2[c]	Eicosanoid metabolism					
HMR_1319	HMR_1319	1 h[c] + 1 nadh[c] + 1 M01167[c] <=> 1 nad[c] + 1 CE0955[c]	Eicosanoid metabolism					
HMR_1320	HMR_1320	1 h2o2[c] + 1 h[c] + 1 nadh[c] + 1 CE0955[c] <=> 1 h2o[c] + 1 o2[c] + 1 nad[c] + 1 HC02214[c]	Eicosanoid metabolism					
HMR_1321	HMR_1321	1 h2o[c] + 1 HC02203[c] <=> 1 prostge2[c]	Eicosanoid metabolism	(11102) or (91179)	4.2.1.-	R02583		PMID:10200320;PMID:234423
HMR_1325	HMR_1325	1 nad[c] + 1 prostgf2[c] --> 1 h[c] + 1 nadh[c] + 1 prostgh2[c]	Eicosanoid metabolism	(8644)	1.1.1.188	R02264		
HMR_1328	 (5Z, 13E)- (15S)-9Alpha, 11Alpha, 15-Trihydroxyprosta-5, 13-Dienoate:NAD+ 15-Oxidoreductase	1 h[c] + 1 nadh[c] + 1 M00392[c] <=> 1 nad[c] + 1 prostgf2[c]	Eicosanoid metabolism			R02683		
HMR_1329	 (5Z, 13E)- (15S)-9Alpha, 11Alpha, 15-Trihydroxyprosta-5, 13-Dienoate:NADP+ 11-Oxidoreductase	1 h[c] + 1 nadph[c] + 1 prostgd2[c] <=> 1 nadp[c] + 1 prostgf2[c]	Eicosanoid metabolism	(8644)	1.1.1.188	R02684		
HMR_1331	HMR_1331	1 prostgd2[c] <=> 1 prostgd2[r]	Transport, endoplasmic reticular					
HMR_1332	HMR_1332	1 h2o[c] + 1 C05957[c] <=> 1 prostgd2[c]	Eicosanoid metabolism		1.1.1.184 | 1.1.1.189	R02801		PMID:9755286;PMID:10200320;PMID:10200320;PMID:11786541;PMID:8521498;PMID:8521498;PMID:11786541
HMR_1336	 (5Z, 13E)- (15S)-9Alpha, 15-Dihydroxy-11-Oxoprosta-5, 13-Dienoate:NADP+ 15-Oxidoreductase	1 h[c] + 1 nadph[c] + 1 M00381[c] <=> 1 nadp[c] + 1 prostgd2[c]	Eicosanoid metabolism			R02800		
HMR_1337	HMR_1337	1 M00338[c] <=> 2 h[c] + 1 M00381[c]	Eicosanoid metabolism		1.1.1.188			
HMR_1338	HMR_1338	1 h2o[c] + 1 M00382[c] <=> 1 prostgd2[c]	Eicosanoid metabolism		5.3.99.2			
HMR_1341	HMR_1341	1 h2o[c] + 1 CE4980[c] <=> 1 h[c] + 1 prostge2[c] + 1 glyc[c]	Eicosanoid metabolism		3.1.-.-			PMID:11447235
HMR_1344	15-Hydroxyprostaglandin Dehydrogenase (NAD+)	1 h[c] + 1 nadph[c] + 1 CE5708[c] <=> 1 nadp[c] + 1 CE4980[c]	Eicosanoid metabolism	(3248)	1.1.1.141			
HMR_1373	HMR_1373	1 CE4876[c] <=> 1 C05957[c]	Eicosanoid metabolism			R05058		
HMR_1374	HMR_1374	1 h2o[c] + 1 M00383[c] <=> 1 CE4876[c]	Eicosanoid metabolism			R07067		
HMR_1388	Arachidonate 15-Lipoxygenase	1 o2[c] + 1 dlnlcg[c] --> 1 CE6230[c]	Eicosanoid metabolism	(246) or (247)	1.13.11.33			
HMR_1390	Prostaglandin-Endoperoxide Synthase	2 o2[c] + 1 dlnlcg[c] --> 1 CE6232[c]	Eicosanoid metabolism	(5742) or (5743)	1.14.99.1			PMID:9115911;PMID:9732298
HMR_1391	Prostaglandin-Endoperoxide Synthase	2 o2[r] + 1 dlnlcg[r] --> 1 CE6232[r]	Eicosanoid metabolism	(5742) or (5743)	1.14.99.1			PMID:9115911;PMID:9732298
HMR_1392	Prostaglandin-Endoperoxide Synthase	2 h[c] + 1 CE6232[c] <=> 1 h2o[r] + 1 CE6234[c]	Transport, endoplasmic reticular	(5742) or (5743)				
HMR_1393	Prostaglandin-Endoperoxide Synthase	2 h[r] + 1 CE6232[r] <=> 1 h2o[r] + 1 CE6234[r]	Eicosanoid metabolism	(5742) or (5743)	1.14.99.1			
HMR_1403	HMR_1403	1 h[c] + 1 CE6426[c] --> 1 o2s[c] + 1 crvnc[c]	Miscellaneous		1.13.11.33			PMID:10694406
HMR_1404	HMR_1404	1 h[c] + 1 CE6420[c] --> 1 o2s[c] + 1 crvnc[c]	Miscellaneous		1.14.99.1			PMID:10694406
HMR_1405	HMR_1405	1 h[c] + 1 CE6432[c] X--X 1 o2s[c] + 1 crvnc[c]	Miscellaneous		1.14.99.1			PMID:10694406
HMR_1406	HMR_1406	1 h[c] + 1 CE6423[c] X--X 1 o2s[c] + 1 crvnc[c]	Miscellaneous		1.14.99.1			PMID:10694406
HMR_1407	HMR_1407	1 h[c] + 1 CE6429[c] X--X 1 o2s[c] + 1 crvnc[c]	Miscellaneous		1.14.99.1			PMID:10694406
HMR_1408	HMR_1408	1 h[c] + 1 CE6438[c] X--X 1 o2s[c] + 1 crvnc[c]	Miscellaneous					PMID:10694406
HMR_1409	HMR_1409	1 h[c] + 1 CE6435[c] X--X 1 o2s[c] + 1 crvnc[c]	Miscellaneous					PMID:10694406
HMR_1410	HMR_1410	3 o2[c] + 2 crvnc[c] --> 1 h[c] + 1 CE6423[c] + 1 CE6444[c]	Miscellaneous					PMID:12088281;PMID:10694406
HMR_1411	HMR_1411	3 o2[c] + 2 crvnc[c] --> 1 h[c] + 1 CE6423[c] + 1 CE6445[c]	Miscellaneous					PMID:12088281;PMID:10694406
HMR_1412	HMR_1412	3 o2[c] + 2 crvnc[c] --> 1 h[c] + 1 CE6429[c] + 1 CE6447[c]	Miscellaneous					PMID:12088281;PMID:10694406
HMR_1413	HMR_1413	3 o2[c] + 2 crvnc[c] --> 1 h[c] + 1 CE6426[c] + 1 CE6446[c]	Miscellaneous					PMID:12088281;PMID:10694406
HMR_1414	HMR_1414	3 o2[c] + 2 crvnc[c] --> 1 h[c] + 1 CE6435[c] + 1 CE6449[c]	Miscellaneous					PMID:12088281;PMID:10694406
HMR_1416	HMR_1416	3 o2[c] + 2 crvnc[c] --> 1 h[c] + 1 CE6429[c] + 1 CE6450[c]	Miscellaneous					PMID:12088281;PMID:10694406
HMR_1417	HMR_1417	3 o2[c] + 2 crvnc[c] --> 1 h[c] + 1 CE6438[c] + 1 CE6451[c]	Miscellaneous					PMID:12088281;PMID:10694406
HMR_1465	Farnesyl-Diphosphate:Farnesyl-Diphosphate Farnesyltransferase	1 ppi[c] + 1 HC01118[c] <=> 2 frdp[c]	Cholesterol metabolism	(2222)	2.5.1.21	R00702		PMID:10896663;PMID:11108725;PMID:1527001;PMID:17180682;PMID:7864626;PMID:8509416
HMR_1470	Squalene, NADPH:Oxygen Oxidoreductase (2, 3-Epoxidizing)	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 sql[c] --> 1 h2o[c] + 1 nadp[c] + 1 Ssq23epx[c]	Cholesterol metabolism	(6713)	1.14.13.132	R02874		PMID:10666321;PMID:10484604;PMID:10666321;PMID:11108725;PMID:7946524;PMID:8993542
HMR_1473	(S)-2, 3-Epoxysqualene Mutase (Cyclizing, Lanosterol-Forming)	1 Ssq23epx[c] --> 1 lanost[c]	Cholesterol metabolism	(4047)	5.4.99.7	R03199		PMID:8593458;PMID:5918048;PMID:10484604;PMID:11108725;PMID:7639730;PMID:7946524;PMID:8993542
HMR_1477	Sterol 14Alpha-Demethylase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 lanost[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00939[c]	Cholesterol metabolism	(1595)	1.14.13.70			
HMR_1478	Sterol 14Alpha-Demethylase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00939[c] --> 2 h2o[c] + 1 nadp[c] + 1 M00937[c]	Cholesterol metabolism	(1595)	1.14.13.70			
HMR_1479	Sterol 14Alpha-Demethylase	1 o2[c] + 1 nadph[c] + 1 M00937[c] --> 1 h2o[c] + 1 nadp[c] + 1 for[c] + 1 44mctr[c]	Cholesterol metabolism	(1595)	1.14.13.70			PMID:11111101
HMR_1490	Methylsterol Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 44mzym[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00961[c]	Cholesterol metabolism	(10826) or (6307)	1.14.13.72			
HMR_1493	Methylsterol Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00961[c] --> 2 h2o[c] + 1 nadp[c] + 1 M00957[c]	Cholesterol metabolism	(10826) or (6307)	1.14.13.72			
HMR_1494	Methylsterol Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00957[c] --> 1 h2o[c] + 1 nadp[c] + 1 4mzym_int1[c]	Cholesterol metabolism	(10826) or (6307)	1.14.13.72			
HMR_1495	3Beta-Hydroxysteroid-4Alpha-Carboxylate 3-Dehydrogenase (Decarboxylating)	1 nadp[c] + 1 4mzym_int1[c] --> 1 h[c] + 1 nadph[c] + 1 co2[c] + 1 4mzym_int2[c]	Cholesterol metabolism	(266740) or (50814)	1.1.1.170	R07494		PMID:10369263;PMID:11969204;PMID:12837764;PMID:14506130;PMID:7946524
HMR_1496	3Beta-Hydroxysteroid-4Alpha-Carboxylate 3-Dehydrogenase (Decarboxylating)	1 nad[c] + 1 4mzym_int1[c] --> 1 h[c] + 1 nadh[c] + 1 co2[c] + 1 4mzym_int2[c]	Cholesterol metabolism	(50814)	1.1.1.170			PMID:14506130;PMID:10369263;PMID:11969204;PMID:12837764;PMID:14506130;PMID:7946524
HMR_1502	Methylsterol Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 HC02110[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00963[c]	Cholesterol metabolism	(10826) or (6307)	1.14.13.72			
HMR_1503	Methylsterol Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00963[c] --> 2 h2o[c] + 1 nadp[c] + 1 M00959[c]	Cholesterol metabolism	(10826) or (6307)	1.14.13.72			
HMR_1504	Methylsterol Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00959[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00955[c]	Cholesterol metabolism	(10826) or (6307)	1.14.13.72			
HMR_1505	3Beta-Hydroxysteroid-4Alpha-Carboxylate 3-Dehydrogenase (Decarboxylating)	1 nadp[c] + 1 M00955[c] --> 1 h[c] + 1 nadph[c] + 1 co2[c] + 1 M01067[c]	Cholesterol metabolism	(50814)	1.1.1.170			PMID:14506130
HMR_1509	3Beta-Hydroxysteroid 3-Dehydrogenase	1 h[c] + 1 nadph[c] + 1 M01067[c] --> 1 nadp[c] + 1 zymst[c]	Cholesterol metabolism	(51478)	1.1.1.270			PMID:11969204
HMR_1512	Cholestenol Delta-Isomerase	1 zymst[c] --> 1 chlstol[c]	Cholesterol metabolism	(10682)	5.3.3.5			PMID:10391218;PMID:10391219;PMID:12133002;PMID:2422166;PMID:7946524
HMR_1516	HMR_1516	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 chlstol[c] --> 2 h2o[c] + 1 nadp[c] + 1 ddsmsterol[c]	Cholesterol metabolism	(6309)	1.14.21.6	R04667		PMID:12189593;PMID:12812989;PMID:11969204
HMR_1526	Cholesterol:NADP+ Delta24-Oxidoreductase	1 h[c] + 1 nadph[c] + 1 dsmsterol[c] --> 1 nadp[c] + 1 chsterol[c]	Cholesterol metabolism	(1718)	1.3.1.72	R01457		PMID:11519011;PMID:15670717;PMID:7946524;PMID:9465114
HMR_1532	 (2E, 6E)-Farnesyl Diphosphate Synthase	1 ppi[c] + 1 ttc_ggdp[c] <=> 1 frdp[c] + 1 dmpp[c]	N-glycan metabolism	(2224) or (9453)	2.5.1.10			PMID:9741684;PMID:9054372
HMR_1536	Sterol 14Alpha-Demethylase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 C05109[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00940[c]	Cholesterol metabolism	(1595)	1.14.13.70			
HMR_1538	Sterol 14Alpha-Demethylase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00940[c] --> 2 h2o[c] + 1 nadp[c] + 1 M00938[c]	Cholesterol metabolism	(1595)	1.14.13.70			
HMR_1539	Sterol 14Alpha-Demethylase	1 o2[c] + 1 nadph[c] + 1 M00938[c] --> 1 h2o[c] + 1 nadp[c] + 1 for[c] + 1 M00942[c]	Cholesterol metabolism	(1595)	1.14.13.70			
HMR_1540	Delta14-Sterol Reductase	1 h[c] + 1 nadph[c] + 1 M00942[c] --> 1 nadp[c] + 1 CE2314[c]	Cholesterol metabolism	(3930) or (7108)	1.3.1.70			PMID:11111101
HMR_1543	Methylsterol Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 CE2314[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00962[c]	Cholesterol metabolism	(10826) or (6307)	1.14.13.72			
HMR_1544	Methylsterol Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00962[c] --> 2 h2o[c] + 1 nadp[c] + 1 M00958[c]	Cholesterol metabolism	(10826) or (6307)	1.14.13.72			
HMR_1545	Methylsterol Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00958[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00954[c]	Cholesterol metabolism	(10826) or (6307)	1.14.13.72			
HMR_1546	3Beta-Hydroxysteroid-4Alpha-Carboxylate 3-Dehydrogenase (Decarboxylating)	1 nadp[c] + 1 M00954[c] --> 1 h[c] + 1 nadph[c] + 1 co2[c] + 1 M00966[c]	Cholesterol metabolism	(50814)	1.1.1.170			
HMR_1547	3Beta-Hydroxysteroid 3-Dehydrogenase	1 h[c] + 1 nadph[c] + 1 M00966[c] --> 1 nadp[c] + 1 M00967[c]	Cholesterol metabolism	(51478)	1.1.1.270			
HMR_1548	Methylsterol Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00967[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00964[c]	Cholesterol metabolism	(10826) or (6307)	1.14.13.72			
HMR_1549	Methylsterol Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00964[c] --> 2 h2o[c] + 1 nadp[c] + 1 M00960[c]	Cholesterol metabolism	(10826) or (6307)	1.14.13.72			
HMR_1550	Methylsterol Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 M00960[c] --> 1 h2o[c] + 1 nadp[c] + 1 M00956[c]	Cholesterol metabolism	(10826) or (6307)	1.14.13.72			
HMR_1551	3Beta-Hydroxysteroid-4Alpha-Carboxylate 3-Dehydrogenase (Decarboxylating)	1 nadp[c] + 1 M00956[c] --> 1 h[c] + 1 nadph[c] + 1 co2[c] + 1 M01068[c]	Cholesterol metabolism	(50814)	1.1.1.170			
HMR_1552	3Beta-Hydroxysteroid 3-Dehydrogenase	1 h[c] + 1 nadph[c] + 1 M01068[c] --> 1 nadp[c] + 1 zymstnl[c]	Cholesterol metabolism	(51478)	1.1.1.270			
HMR_1557	HMR_1557	1 o2[c] + 1 h[c] + 1 nadh[c] + 1 lthstrl[c] --> 2 h2o[c] + 1 nad[c] + 1 7dhchsterol[c]	Cholesterol metabolism	(6309)	1.14.21.6	R07215		PMID:11731337;PMID:7946524
HMR_1558	HMR_1558	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 lthstrl[c] --> 2 h2o[c] + 1 nadp[c] + 1 7dhchsterol[c]	Cholesterol metabolism	(6309)	1.14.21.6	R07215		PMID:11731337;PMID:7946524
HMR_1565	Cholesterol:NADP+ Delta7-Oxidoreductase	1 h[c] + 1 nadph[c] + 1 7dhchsterol[c] --> 1 nadp[c] + 1 chsterol[c]	Cholesterol metabolism	(1717)	1.3.1.21	R01456		PMID:15670717;PMID:7946524;PMID:9465114
HMR_1620	Cholate Coenzyme A Ligase	1 thcholstoic[c] <=> 1 thcholstoic[m]	Transport, mitochondrial	(10998) or (11001)				PMID:12543708
HMR_1623	HMR_1623	1 thcholstoic[c] <=> 1 thcholstoic[x]	Transport, peroxisomal					
HMR_1627	Cholate Coenzyme A Ligase	1 atp[c] + 1 coa[c] + 1 thcholstoic[c] --> 1 amp[c] + 1 ppi[c] + 1 cholcoar[c]	Bile acid synthesis	(10998) or (11001)	6.2.1.7			PMID:10479480;PMID:10749848;PMID:11980911
HMR_1629	7Alpha-Hydroxycholest-4-En-3-One 12Alpha-Hydroxylase	1 cholcoar[c] <=> 1 cholcoar[x]	Transport, peroxisomal	(1582)				PMID:12543708
HMR_1630	7Alpha-Hydroxycholest-4-En-3-One 12Alpha-Hydroxylase	1 cholcoar[c] <=> 1 cholcoar[m]	Transport, mitochondrial	(1582)				PMID:12543708
HMR_1631	7Alpha-Hydroxycholest-4-En-3-One 12Alpha-Hydroxylase	1 cholcoar[c] <=> 1 cholcoar[r]	Transport, endoplasmic reticular	(1582)				PMID:12543708
HMR_1637	Acyl Coenzyme A Oxidase	1 o2[m] + 1 cholcoas[m] --> 1 h2o2[m] + 1 cholcoads[m]	Bile acid synthesis	(51) or (8310)	1.3.3.6 | 1.17.99.-			PMID:10709654
HMR_1651	3-Hydroxyacyl Coenzyme A Dehydrogenase	1 nad[m] + 1 HC01459[m] <=> 1 h[m] + 1 nadh[m] + 1 cholcoaone[m]	Steroid metabolism	(3028) or (3030) or (3033)	1.1.1.35 | 1.1.1.211			PMID:10709654
HMR_1653	Propanoyl Coenzyme A C-Acyltransferase	1 coa[m] + 1 cholcoaone[m] --> 1 ppcoa[m] + 1 cholcoa[m]	Bile acid synthesis	(30) or (4645) or (6342)	2.3.1.176 | 2.3.1.16	R03719		PMID:1121274;PMID:11356164;PMID:6378901
HMR_1665	Cholate Coenzyme A Ligase	1 cholate[x] --> 1 cholate[c]	Transport, peroxisomal	(10998) or (11001)				PMID:12543708
HMR_1666	Cholate Coenzyme A Ligase	1 cholate[m] --> 1 cholate[c]	Transport, mitochondrial	(10998) or (11001)				PMID:12543708
HMR_1681	Cholestanetriol 26-Monooxygenase	1 o2[c] + 1 h[c] + 1 nadph[c] + 1 xol7ah2[c] --> 1 h2o[c] + 1 nadp[c] + 1 xol7ah3[c]	Bile acid synthesis	(1593)	1.14.13.15			PMID:1708392;PMID:2019602;PMID:9660774
HMR_1685	Cholestanetriol 26-Monooxygenase	1 nadp[m] + 1 xol7ah3[m] --> 1 h[m] + 1 nadph[m] + 1 xol7ah2al[m]	Bile acid synthesis	(1593)	1.14.13.15			PMID:1708392;PMID:9660774
HMR_1689	Cholestanetriol 26-Monooxygenase	1 nad[m] + 1 M01094[m] --> 1 h[m] + 1 nadh[m] + 1 CE5133[m]	Bile acid synthesis	(1593)	1.14.13.15			PMID:9660774
HMR_1694	Propanoyl Coenzyme A C-Acyltransferase	1 dhcholestanate[c] <=> 1 dhcholestanate[m]	Transport, mitochondrial	(10449) or (30) or (3032) or (4645)				PMID:12543708
HMR_1701	HMR_1701	1 dhcholestancoa[c] <=> 1 dhcholestancoa[x]	Transport, peroxisomal					PMID:12543708
HMR_1703	Alpha-Methylacyl Coenzyme A Racemase	1 dhcholestancoa[x] <=> 1 M00617[x]	Bile acid synthesis	(23600)	5.1.99.4			PMID:7649182;PMID:11060344;PMID:10655068
